title,content,press,url
"'갤럭시 링' 낀 라이즈…삼성, 오디세이 프리미어 영상 협업","라이즈 첫 정규앨범 오디세이 프리미어 영상 공개영상에서 갤S25 울트라, 버즈3 프로, 링 등 선보여[서울=뉴시스] K팝 아티스트 라이즈(RIIZE)의 첫 정규 앨범 오디세이(ODYSSEY) 프리미어 영상 중 일부 (사진=삼성전자 제공) 2025.05.15. photo@newsis.com *재판매 및 DB 금지[서울=뉴시스] 박은비 기자 = 삼성전자는 글로벌 K팝 아티스트 라이즈(RIIZE)의 첫 정규 앨범 오디세이(ODYSSEY) 프리미어 영상과 관련 콘텐츠 제작에 참여했다고 15일 밝혔다.전날 글로벌 팬덤 플랫폼 위버스(Weverse)에서 첫 공개된 프리미어 영상은 오는 19일 발매될 오디세이 앨범에 수록된 10곡 내용을 기반으로 제작됐다. 40분 분량으로 '함께 성장(Rise)하고 꿈을 실현(Realize)한다'는 라이즈 비전을 담아냈다.이 영상에서 라이즈 멤버들과 함께 갤럭시 S25 울트라, 갤럭시 버즈3 프로, 갤럭시 링 등 최신 모바일 제품부터 뮤직프레임, 비스포크 인공지능(AI) 하이브리드 냉장고까지 다양한 삼성전자 제품을 볼 수 있다.이외에도 라이즈 맴버들이 갤럭시 AI 주요 기능을 직접 소개하는 숏폼 영상도 라이즈 공식 인스타그램에서 22일부터 순차적으로 공개된다.삼성전자는 지난해 K팝 아티스트들의 성장을 지원하기 위한 프로그램을 마련했다. 이번 협업 역시 그 일환이다.박정미 삼성전자 글로벌마케팅실 부사장은 ""라이즈가 삼성전자의 브랜드 앰버서더로 '함께 꿈을 실현한다'는 긍정 메시지를 더 많은 사람들에게 전달해주길 희망한다""며 ""삼성전자 역시 다양한 AI 제품과 기술을 통해 고객 모두의 꿈을 실현하는데 도움이 될 수 있도록 할 것""이라고 말했다．",네이버뉴스,https://n.news.naver.com/mnews/article/003/0013242771?sid=105
"삼성전자, 라이즈 정규앨범 '오디세이' 콘텐츠 제작 참여","'라이즈(RIIZE)' 신규 앨범 '오디세이(ODYSSEY)' 프리미어 영상 캡처 이미지[삼성전자 제공. 재판매 및 DB 금지](서울=연합뉴스) 김아람 기자 = 삼성전자는 K팝 그룹 라이즈의 첫 정규 앨범 '오디세이'의 프리미어 영상과 관련 콘텐츠 제작에 참여했다고 15일 밝혔다.팬 플랫폼 위버스에 공개된 40분 분량 프리미어 영상은 오는 19일 발매될 오디세이 앨범에 실린 10곡의 내용을 기반으로 제작됐다. 특히 함께 성장(Rise)하고 꿈을 실현(Realize)한다는 라이즈의 비전을 담았다.멤버들의 성장 스토리 속에서 갤럭시 S25 울트라, 갤럭시 링, 뮤직프레임, 비스포크 AI 하이브리드 냉장고 등 삼성전자 혁신 제품을 만나볼 수 있다.라이즈 멤버들이 갤럭시 AI의 주요 기능을 직접 소개하는 숏폼 영상도 라이즈 공식 인스타그램을 통해 22일부터 순차적으로 공개된다.삼성전자는 한국의 문화적 영향력을 전 세계로 펼치는 K팝 아티스트들의 성장을 지원하는 프로그램을 운영 중이며, 이번 협업도 그 일환으로 진행했다.박정미 삼성전자 글로벌마케팅실 부사장은 ""라이즈가 삼성전자 브랜드 앰버서더로서 '함께 꿈을 실현한다'는 긍정 메시지를 더 많은 사람에게 전달해 주기를 희망한다""며 ""삼성전자 역시 다양한 AI 제품과 기술을 통해 고객 모두의 꿈을 실현하는 데 도움이 되도록 할 것""이라고 말했다.rice@yna.co.kr",네이버뉴스,https://n.news.naver.com/mnews/article/001/0015389278?sid=101
"삼성전자, 라이즈 첫 정규앨범 '오디세이' 제작 참여","'오디세이(ODYSSEY)' 프리미어 영상 캡처 이미지/삼성전자 제공삼성전자는 K팝 그룹 라이즈의 첫 정규 앨범 '오디세이'의 프리미어 영상과 관련 콘텐츠 제작에 참여했다고 15일 밝혔다.팬 플랫폼 위버스에 공개된 40분 분량 프리미어 영상은 오는 19일 발매될 오디세이 앨범에 실린 10곡의 내용을 기반으로 제작됐다. 특히 함께 성장(Rise)하고 꿈을 실현(Realize)한다는 라이즈의 비전을 담았다.멤버들의 성장 스토리 속에서 갤럭시 S25 울트라, 갤럭시 링, 뮤직프레임, 비스포크 AI 하이브리드 냉장고 등 삼성전자 혁신 제품을 만나볼 수 있다.'오디세이(ODYSSEY)' 프리미어 영상 캡처 이미지/삼성전자 제공라이즈 멤버들이 갤럭시 AI의 주요 기능을 직접 소개하는 숏폼 영상도 라이즈 공식 인스타그램을 통해 22일부터 순차적으로 공개된다.삼성전자는 한국의 문화적 영향력을 전 세계로 펼치는 K팝 아티스트들의 성장을 지원하는 프로그램을 운영 중이며, 이번 협업도 그 일환으로 진행했다.박정미 삼성전자 글로벌마케팅실 부사장은 ""라이즈가 삼성전자 브랜드 앰버서더로서 '함께 꿈을 실현한다'는 긍정 메시지를 더 많은 사람에게 전달해 주기를 희망한다""며 ""삼성전자 역시 다양한 AI 제품과 기술을 통해 고객 모두의 꿈을 실현하는 데 도움이 되도록 할 것""이라고 말했다.",네이버뉴스,https://n.news.naver.com/mnews/article/448/0000527819?sid=101
"삼성전자, SM아이돌 라이즈 첫 정규 앨범 '오디세이'에 참여","갤럭시 S25 등 삼성 AI 제품 경험 선사삼성전자와 협업한 글로벌 K팝 아티스트 '라이즈(RIIZE)'의 신규 앨범 '오디세이(ODYSSEY)' 프리미어 영상 캡처 이미지. 삼성전자 제공[파이낸셜뉴스] 삼성전자는 글로벌 K팝 아티스트 '라이즈(RIIZE)'의 첫 정규 앨범 '오디세이'의 프리미어 영상과 관련 콘텐츠 제작에 참여했다고 14일 밝혔다.이날 글로벌 팬덤 플랫폼인 위버스를 통해 첫 공개된 프리미어 영상은 40분 분량으로 이달 19일 발매될 오디세이 앨범에 수록된 10곡의 내용을 기반으로 제작됐으며, '함께 성장(Rise)하고 꿈을 실현(Realize)한다'는 라이즈의 비전을 담았다.삼성전자는 지난해 한국의 문화적 영향력을 전 세계로 펼치고 있는 K팝 아티스트들의 성장을 지원하기 위한 프로그램을 마련했으며, 이번 협업 역시 그 일환으로 진행됐다.오디세이 프리미어 영상에서는 라이즈 멤버들의 성장 스토리 속에 갤럭시 S25 울트라, 갤럭시 링 등 최신 모바일 제품에서 뮤직프레임, 비스포크 AI 하이브리드 냉장고까지 다양한 삼성전자의 혁신 제품들을 만나볼 수 있다.이외에도 라이즈 멤버들이 갤럭시 인공지능(AI)의 주요 기능을 직접 소개하는 숏폼 영상도 라이즈 공식 인스타그램을 통해 22일부터 순차적으로 공개될 예정이다.박정미 삼성전자 글로벌마케팅실 부사장은 ""라이즈가 삼성전자의 브랜드 앰버서더로서 '함께 꿈을 실현한다'는 긍정 메시지를 더 많은 사람들에게 전달해 주기를 희망한다""며 ""삼성전자 역시 다양한 AI 제품과 기술을 통해 고객 모두의 꿈을 실현하는데 도움이 될 수 있도록 할 것""이라고 말했다.한편, 삼성전자는 전 세계 다양한 고객들에게 제품 이상의 경험을 전달하기 위해 국내외 다양한 아티스트들과 협업을 진행하고 있다.#삼성전자 #라이즈",네이버뉴스,https://n.news.naver.com/mnews/article/014/0005349911?sid=101
"삼성전자, 라이즈 첫 정규 앨범 '오디세이' 영상 제작 참여","삼성전자는 K팝 아티스트 라이즈의 첫 정규 앨범 '오디세이'의 프리미어 영상 제작에 참여했다고 15일 밝혔다.지난 14일 글로벌 팬덤 플랫폼 위버스에서 처음 공개된 프리미어 영상은 40분 분량으로, 이달 19일 발매될 오디세이 앨범에 수록된 10곡의 내용을 기반으로 제작했다. '함께 성장하고 꿈을 실현한다'는 라이즈의 비전을 담았다.오디세이 프리미어 영상에서는 라이즈 멤버들의 성장 스토리 속에 '갤럭시S25' 울트라, '갤럭시 링' 등 최신 모바일 디바이스부터 뮤직프레임, 비스포크 AI 하이브리드 냉장고까지 삼성전자의 제품들을 만나볼 수 있다.이 외에도 라이즈 멤버들이 갤럭시 AI의 주요 기능을 소개하는 숏폼 영상을 라이즈 공식 인스타그램에 오는 22일부터 순차 공개할 예정이다.박정미 삼성전자 글로벌마케팅실 부사장은 ""라이즈가 삼성전자의 브랜드 앰버서더로서 '함께 꿈을 실현한다'는 긍정 메시지를 더 많은 사람들에게 전달하기를 희망한다""며 ""삼성전자 역시 다양한 AI 제품과 기술로 고객 모두의 꿈을 실현하는 데 도움이 될 수 있도록 할 것""이라고 말했다.정길준 기자 kjkj@edaily.co.kr",네이버뉴스,https://n.news.naver.com/mnews/article/241/0003437392?sid=105
"학생만 받던 삼성전자 '돌변'…갤럭시 캠퍼스, 교사도 품는다","가입대상 고등학생·대학생에서 교사로 확대신규 교사 가입자 3300명…구매 비율 35%교사 전용 갤럭시 탭·북 활용 콘텐츠 제공교사와 학생들이 갤럭시 탭을 이용하며 수업을 진행하고 있다. 사진=삼성전자삼성전자가 스승의 날을 기념해 5월 한 달간 공식 교육 할인몰인 '갤럭시 캠퍼스(갤캠스)'에서 신규 교사 회원을 대상으로 이벤트를 진행한다. 삼성전자는 갤캠스의 가입 대상을 고등학생·대학생에서 초·중·고등학교 교사로 확대해 가입자를 끌어모으고 있다.15일 삼성전자에 따르면 '갤캠스'의 신규 교사 가입자는 3300명을 넘어섰다. 이 중 제품을 구매한 회원의 비중도 35%에 달했다.삼성전자가 갤캠스의 가입 대상을 초·중·고등학교 교사로 확대한 시기는 지난 2월이다. 갤캠스는 학생을 위한 교육 플랫폼에서 교사도 아우르는 교육 특화 플랫폼으로 확장하고 있다. 교사 전용 맞춤형 혜택과 콘텐츠, 제품 할인, 자체 콘텐츠, 전용 커뮤니티 서비스, 회원 대상 이벤트를 제공 중이다. 갤캠스는 누적 회원 89만명을 달성했다.초·중·고등학교 교사가 갤캠스에 가입하려면 6개월 이내 발급된 재직 증명서를 제출하면 된다. 서류 검토 이후 2~3일 이내 회원 가입이 승인된다.스승의날 기념 이벤트 기간에 가입한 교사는 기프티콘과 상품권 등을 받는다. 교사 회원의 추천인 코드로 동료 교사가 가입한 경우 추천인과 추천받은 회원 모두 스타벅스 커피 기프티콘을 받을 수 있다. 동료 교사에게 나만의 갤럭시 활용 팁을 공유한 회원 전원에게 신세계 상품권 1만원을 지급하고, 우수 참여자 5명에게는 교보문고 기프트카드 3만원권을 추가로 지급한다.삼성전자는 갤캠스를 교사 전용 콘텐츠와 커뮤니티 서비스를 단계적으로 확대할 방침이다. 교사들이 교육 현장에서 활용하는 전문 교육 플랫폼으로 갤캠스의 입지를 다지기 위해서다.삼성전자는 지난 9일부터 교사 전용 갤럭시 탭·북 활용 팁 콘텐츠도 순차적으로 공개한다. 또 △갤럭시 에코(Eco) △갤럭시 AI △S펜 등 갤럭시 탭·북의 다양한 기능을 통한 수업 노하우부터 수업 시 교사들이 자주 사용하는 에듀테크 애플리케이션(앱) 활용 방법까지 폭넓은 정보를 공유할 예정이다.정호진 삼성전자 한국총괄 부사장은 ""교사분들이 실제 수업과 업무에서 제품을 더 잘 활용할 수 있도록 콘텐츠부터 구매 혜택까지 다양한 서비스를 제공해 나갈 것""이라며 ""갤럭시 제품과 갤캠스 플랫폼을 통해 보다 스마트한 학습 환경을 더욱 쉽게 조성하시길 바란다""고 말했다.",네이버뉴스,https://n.news.naver.com/mnews/article/015/0005132160?sid=101
"삼성전자 '갤캠스', 스승의날 맞아 신규 교사 회원 이벤트","(삼성전자 제공)/뉴스1(서울=뉴스1) 김정현 기자 = 삼성전자가 공식 교육 할인몰 '갤럭시 캠퍼스'(갤캠스)에서 스승의 날을 기념해 5월 한 달간 신규 교사 회원 이벤트를 진행한다고 15일 밝혔다.갤캠스는 지난 2월부터 가입 대상을 고등∙대학(원)생과 대학(원) 교직원에서 초∙중∙고등학교 교사까지 넓히고 교사 전용 맞춤형 혜택과 콘텐츠를 제공 중이다.교사 회원의 추천인 코드로 동료 교사가 가입한 경우 추천인과 추천받은 회원 모두 스타벅스 커피 기프티콘을 받을 수 있다.동료 교사에게 나만의 갤럭시 활용 팁을 공유한 회원 전원에게 신세계 상품권 1만 원을 지급하고, 우수 참여자 5명에게는 교보문고 기프트카드 3만 원권을 추가로 지급한다.2021년부터 시작한 누적 회원 89만 명의 '갤캠스'는 학생과 교사를 대상으로 △제품 할인 △자체 콘텐츠 △전용 커뮤니티 서비스 △회원 대상 이벤트 등을 제공하며 교육 특화 플랫폼으로서의 입지를 강화하고 있다.초중고 교사가 갤캠스에 가입하려면 6개월 이내 발급된 재직 증명서를 제출하면 교사 회원으로 가입 신청할 수 있다. 서류 검토 이후 2~3일 이내 가입 승인이 된다.지난 2월 이후 신규 교사 가입자는 3300명을 넘어설 정도로 빠르게 증가하고 있고 제품을 구매한 회원의 비중도 35%에 달했다.삼성전자는 교사들의 스마트한 기기 활용과 효율적인 수업 운영을 돕기 위해 9일부터 교사 전용 갤럭시 탭∙북 활용 팁 콘텐츠더 순차적으로 공개하고 있다.앞으로도 △갤럭시 에코(Eco) △갤럭시 AI △S펜 등 갤럭시 탭∙북의 다양한 기능을 통한 수업 노하우부터 수업 시 교사들이 자주 사용하는 에듀테크 애플리케이션(앱) 활용 방법까지 폭넓은 정보를 공유할 예정이다.삼성전자는 향후 교사 전용 콘텐츠와 커뮤니티 서비스를 단계적으로 확대해 '갤캠스'를 교사들이 교육 현장에서 적극 활용할 수 있는 전문 교육 플랫폼으로 발전시켜 나갈 계획이다.정호진 삼성전자 한국총괄 정호진 부사장은 ""교사분들이 실제 수업과 업무에서 제품을 더 잘 활용할 수 있도록 콘텐츠부터 구매 혜택까지 다양한 서비스를 제공해 나갈 것""이라며 ""갤럭시 제품과 갤캠스 플랫폼을 통해 보다 스마트한 학습 환경을 더욱 쉽게 조성하시길 바란다""고 말했다.",네이버뉴스,https://n.news.naver.com/mnews/article/421/0008251321?sid=105
삼성전자 교육 특화 플랫폼 ‘갤캠스’ 가입 확대…“교사 지원 강화”,"공식 교육 할인몰 ‘갤럭시 캠퍼스’가입대상 초∙중∙고 교사로 확대…교사 전용 맞춤형 혜택, 콘텐츠 제공삼성전자 모델이 ‘갤럭시 캠퍼스’의 ‘갤럭시 팁스’ 콘텐츠를 소개하고 있다. [삼성전자 제공][헤럴드경제=박세정 기자] 삼성전자는 공식 교육 할인몰 ‘갤럭시 캠퍼스(이하 갤캠스)’의 가입 대상을 초∙중∙고 교사로 넓히고 교사 지원을 확대하고 있다고 15일 밝혔다.2021년부터 시작한 ‘갤캠스’는 학생과 교사를 대상으로 ▷제품 할인 ▷자체 콘텐츠 ▷전용 커뮤니티 서비스 ▷회원 대상 이벤트 등을 제공하는 교육 특화 플랫폼이다. 누적 회원은 89만명이다.삼성전자는 지난 2월부터 ‘갤캠스’ 가입 대상을 고등∙대학(원)생과 대학(원) 교직원에서 초∙중∙고등학교 교사까지 넓히고, 교사 전용 맞춤형 혜택과 콘텐츠를 제공하고 있다.이번 가입 대상 확대로 신규 교사 가입자는 3300명을 넘어설 정도로 빠르게 증가하고 있다. 이 중 제품을 구매한 회원의 비중도 35%에 달했다.삼성전자는 교사들의 기기 활용과 효율적인 수업 운영을 돕기 위해 지난 9일부터 교사 전용 갤럭시 탭∙북 활용 팁 콘텐츠를 순차적으로 공개하고 있다.처음 공개한 ‘갤럭시 탭 수업 초기 세팅하기’ 콘텐츠는 기기 초기 세팅 방법부터 수업에 필요한 기본 기능을 안내해 교사들에게 높은 호응을 받았다.앞으로 ▷갤럭시 에코(Eco) ▷갤럭시 인공지능(AI) ▷S펜 등 갤럭시 탭∙북의 다양한 기능을 통한 수업 노하우와 에듀테크 앱 활용 방법 등 폭넓은 정보를 공유할 예정이다. 갤럭시 탭∙북의 기본 기능부터 실전 기능까지 제공하는 팁 콘텐츠는 갤캠스의 ‘갤럭시 팁스’에 지속 업데이트된다.삼성전자 갤럭시 탭을 이용해 수업을 진행하는 모습 [삼성전자 제공]이와 함께 삼성전자는 스승의 날을 기념해 5월 한 달간 신규 교사 회원을 대상으로 웰컴 이벤트를 진행한다.교사 회원의 추천인 코드로 동료 교사가 가입한 경우 추천인과 추천받은 회원 모두 스타벅스 커피 기프티콘을 받을 수 있다.동료 교사에게 나만의 갤럭시 활용 팁을 공유한 회원 전원에게 신세계 상품권 1만 원을 지급한다. 우수 참여자 5명에게는 교보문고 기프트카드 3만 원권을 추가로 지급한다.또, ‘갤캠스’ 신규 가입 회원 전원에게는 네이버페이 3000포인트와 스마트폰∙태블릿∙웨어러블 할인 쿠폰팩을 증정한다.삼성전자 갤럭시 탭의 ‘AI 셀렉트’ 기능을 활용해 수업을 하는 모습 [삼성전자 제공]이 밖에도 ‘갤캠스’ 회원은 ▷갤럭시 S25 시리즈 ▷갤럭시 탭 S10 시리즈 ▷갤럭시 북5 시리즈 ▷갤럭시 탭 S10 FE 등의 제품을 특가로 구매할 수 있다.삼성전자는 향후 교사 전용 콘텐츠와 커뮤니티 서비스를 단계적으로 확대해 ‘갤캠스’를 교사들이 교육 현장에서 적극 활용할 수 있는 전문 교육 플랫폼으로 발전시켜 나갈 계획이다.정호진 삼성전자 한국총괄 부사장은 “교사분들이 실제 수업과 업무에서 제품을 더 잘 활용할 수 있도록 콘텐츠부터 구매 혜택까지 다양한 서비스를 제공해 나갈 것”이라며 “갤럭시 제품과 갤캠스 플랫폼을 통해 보다 스마트한 학습 환경을 더욱 쉽게 조성하시길 바란다”고 전했다.",네이버뉴스,https://n.news.naver.com/mnews/article/016/0002471312?sid=105
"삼성전자, '2025 에어솔루션 데이' 개최…중동 HVAC 시장 공략","(서울=연합뉴스) 강태우 기자 = 유럽 최대 공조기기 업체 플랙트를 인수하며 글로벌 공조시장에 본격 진출한 삼성전자가 중동 냉난방공조(HVAC) 시장 공략 강화에 나섰다.삼성전자 '2025 삼성 중동 에어솔루션 데이' 개최(서울=연합뉴스) 삼성전자가 중국에서 개최한 '2025 삼성 중동 에어솔루션 데이' 행사 현장. 2025.5.15 [삼성전자 뉴스룸 제공. 재판매 및 DB 금지]15일 삼성전자 뉴스룸에 따르면 삼성전자는 지난 8∼10일 중국 쑤저우와 상하이에서 '2025 삼성 중동 에어설루션 데이'(Samsung MENA Air Solutions Day)를 개최했다.에어설루션 데이는 매년 해외 주요 공조 전문 거래선과 컨설턴트를 대상으로 시장 트렌드와 업계 현황을 공유하고, 삼성만의 차별화된 공조 설루션을 제안하는 세미나 형태의 행사다.매년 주요 글로벌 거점에서 열리며 지난해에는 한국에서 개최됐다.올해는 중국 쑤저우와 상하이가 삼성전자 에어컨의 주요 생산 거점인 데다 HVAC 실제 적용 사례 및 다양한 공조 제품 설비 인프라를 갖추고 있어 행사 개최지로 선정했다는 게 회사의 설명이다.이번 행사에는 튀르키예, 사우디, 아랍에미리트 등 8개 국가 40여명의 공조 전문 인력이 참석했다.참석자들은 세미나 이후 삼성전자 에어컨 공장과 삼성전자 공조 제품이 설치된 최고급 주상복합센터인 '동방지문'과 '쑤저우 국제금융센터' 등 쑤저우·상하이 시내 주요 프로젝트 현장을 방문했다.또 기업 간 거래(B2B) 대상 설루션인 '스마트싱스 프로'와 '빌딩 사물인터넷(b.IoT)' 등을 체험했다.삼성전자 '2025 삼성 중동 에어솔루션 데이' 개최(서울=연합뉴스) 삼성전자가 중국에서 개최한 '2025 삼성 중동 에어솔루션 데이' 행사 참석자들이 전시 공간을 둘러보고 있다. 2025.5.15 [삼성전자 뉴스룸 제공. 재판매 및 DB 금지]삼성전자는 최근 중동 지역에서 대규모 주택 단지, 종합 의료센터, 고급 리조트 등 대규모 시설 중심으로 B2B 수주를 활발하게 이어가고 있다.고효율 히트펌프 제품 기반으로 원격 유지 보수, 통합 에너지 관리, 자동화 운영 등을 통합 지원하는 스마트 설루션을 통해 중동의 가정용·상업용 시장을 모두 공략한다는 전략이다.최항석 삼성전자 DA사업부 에어설루션 비즈니스팀 상무는 ""삼성만의 차별화된 제품 기술력과 연결성이 결합한 스마트 설루션으로 글로벌 공조 시장에서 영향력을 크게 확대해 나가고 있다""며 ""앞으로도 현지 시장에서 기술·서비스 지원을 강화하고 파트너사와 소비자들에게 최적의 맞춤형 설루션을 제공해 나갈 것""이라고 말했다.burning@yna.co.kr",네이버뉴스,https://n.news.naver.com/mnews/article/001/0015389298?sid=101
"삼성전자, 中 HVAC 거점에 중동 VIP 초청…차별화 설루션 제시","'2025 삼성 중동 에어설루션 데이' 개최…8개국 40여명 초청플랙트 2.4조에 인수…데이터센터 냉각 등 종합 공조기업 도약삼성전자가 중국에서 개최한 ‘2025 삼성 중동 에어솔루션 데이’ 행사 현장(삼성전자 제공). ⓒ 뉴스1(서울=뉴스1) 박주평 기자 = 삼성전자(005930)는 뉴스룸을 통해 중동 냉난방공조(HVAC) 시장 공략을 강화하기 위해 지난 8~10일 중국 소주와 상해에서 '2025 삼성 중동 에어설루션 데이'를 개최했다고 15일 밝혔다.에어솔루션 데이는 매년 해외 주요 공조 전문 거래선과 컨설턴트를 대상으로 시장 트렌드와 업계 현황을 공유하고 삼성의 차별화된 공조 설루션을 제안하는 세미나 형태로 진행된다.이번 행사는 삼성전자 에어컨의 주요 생산 거점이자 다양한 공조 제품 설비 인프라를 갖추고 있는 중국 소주와 상해에서 진행됐다. 튀르키예, 사우디, 아랍에미리트 등 8개 국가 40여 명의 공조 전문 인력이 참석했다.참석자들은 세미나 이후 삼성전자 에어컨 공장과 삼성전자 공조 제품이 설치된 최고급 주상복합센터인 '동방지문(Gate of the Orient)', '소주 국제금융센터' 등 소주·상해 시내 주요 프로젝트 현장을 방문했다. 또 삼성전자 공조 제품 외에도 기업간거래(B2B) 대상 설루션인 '스마트싱스 프로'와 '빌딩IoT(b.IoT)' 등을 체험했다.삼성전자는 최근 중동 지역에서 대규모 주택 단지, 종합의료센터, 고급 리조트 등을 중심으로 B2B 수주를 활발하게 이어가고 있다. 고효율 히트펌프 제품 기반으로 원격 유지 보수, 통합 에너지 관리, 자동화 운영 등을 통합 지원하는 스마트 설루션을 통해 중동의 가정용·상업용 시장을 모두 공략하겠다는 전략이다.특히 전날(14일)에는 중앙공조 분야에서 100년 이상의 기술력을 축적한 유럽 최대 규모의 HVAC 전문기업 '플랙트그룹'을 약 2조4000억 원에 인수하며 글로벌 종합 공조 기업으로 도약할 수 있는 동력을 확보했다. 이를 통해 연평균 18% 성장해 2030년에는 441억 달러 규모로 전망되는 데이터센터 냉각 설루션 시장까지 진입할 계획이다.삼성전자 DA사업부 에어설루션 비즈니스팀 최항석 상무는 ""삼성만의 차별화된 제품 기술력과 연결성이 결합된 스마트 설루션으로 글로벌 공조 시장에서 영향력을 확대해 나가고 있다""며 ""앞으로도 현지 시장에서 기술·서비스 지원을 강화하고 파트너사와 소비자들에게 최적의 맞춤형 설루션을 제공해 나갈 것""이라고 말했다.",네이버뉴스,https://n.news.naver.com/mnews/article/421/0008251291?sid=101
